Lagerout;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
009100;100;4,98;8378,13;180,7614
009101;100;5,04;83,13;13,3444
009102;100;5,01;83,6;13,9077
009103;100;5,25;87,9;15,4481
009104;100;5,11;8379,15;178,516
009105;101;5,06;179,1;20,18405941
009106;101;4,88;106,1;16,79277228
009107;100;4,97;86,24;13,1263
009108;101;5,14;89,59;13,48910891
009109;100;5,01;8367,65;185,1083
009110;101;4,99;105,16;17,55178218
009111;100;5,01;84,07;16,2322
009112;100;4,9;8315,19;180,6745
009113;100;4,92;158,72;15,8838
009114;101;4,53;69,15;13,74465347
009115;80;4,48;49,67;10,29025
009116;80;4,37;150,72;16,139125
009117;80;4,45;84,2;16,53375
009118;79;4,33;8310,36;223,1262025
009119;81;4,31;8318,15;226,0427161
009120;98;4,68;166,68;17,98234694
009121;100;5,08;8689,04;183,4249
009122;100;5,05;56,85;15,2133
009123;100;4,91;80,08;11,9944
009124;100;5,05;92,42;15,0215
009125;100;5,07;48,11;11,0591
009126;100;5,05;70,7;11,0641
009127;99;5,05;8304,95;180,5631313
009128;98;5,06;86,81;14,20183673
009129;98;5,06;78,15;12,72908163
009130;91;5,01;88,26;18,89714286
009131;90;5,09;48,1;10,78755556
009132;90;4,32;8306,91;196,7072222
009133;90;5,01;75,19;12,08955556
009134;90;4,89;8315,34;196,6391111
009135;90;5,04;73,1;12,42311111
009136;90;5,16;79,95;12,08522222
009137;89;5,14;8371,58;105,341236
009138;90;5,05;78;13,71566667
009139;91;5,09;29132,97;973,4492308
009140;90;7,08;87,01;16,662
009141;93;7,07;113,08;18,28075269
009142;90;7,08;8310,07;199,2055556
009143;90;7,08;86,14;17,79844444
009144;90;6,82;85,69;15,10611111
009145;89;4,51;81,14;12,26089888
009146;91;4,47;8313,02;197,7297802
009147;90;4,47;54,09;11,97433333
009148;90;4,49;113,72;13,05466667
009149;89;4,49;52,39;11,13033708
009150;90;4,44;53,66;12,21811111
009151;90;4,41;728368,97;16194,89811
009152;90;4,38;49,85;11,81788889
009153;90;4,42;48,7;9,23522222
009154;90;4,49;45,91;11,20011111
009155;90;4,49;76,19;11,96977778
009156;90;4,49;8366,8;199,2006667
009157;88;4,52;50,43;12,37488636
009158;90;4,47;88,06;13,28222222
009159;91;4,49;29134,87;653,6272528
009160;81;4,39;77,82;14,20703704
009161;80;4,43;8310,05;219,250875
009162;80;4,45;68,98;11,5665
009163;80;4,45;52,86;12,57725
009164;80;4,42;87,1;14,355125
009165;80;4,44;77,05;11,463125
009166;80;4,42;85,83;14,658625
009167;79;4,44;8319,72;221,3782279
009168;80;4,91;81,86;13,347375
009169;80;4,56;100,94;14,8955
009170;80;4,51;47,78;12,002625
009171;100;5,27;9185,55;207,6935
009172;102;5,19;729460,97;14316,27206
009173;100;5,2;113,91;19,7756
009174;100;5,16;80,68;14,7465
009175;100;5,24;99,47;19,6475
009176;100;5,44;8311,99;178,0713
009177;100;5,22;96,94;18,4719
009178;100;5,25;57,96;11,1092
009179;100;5,25;86,56;18,3754
009180;100;5,24;8311,96;180,029
009181;100;6,53;52,92;13,3106
009182;100;6,53;84,21;16,4979
009183;100;6,57;728383,05;14587,4452
009184;100;6,92;74,47;13,6752
009185;100;6,52;95,02;14,8486
009186;100;6,98;93,19;13,0421
009187;100;6,96;95;16,3067
009188;100;6,9;8330,22;183,5368
009189;100;6,97;139,66;18,4583
009190;80;5,1;81,68;14,81675
009191;100;6,92;92,82;16,6479
009192;100;6,56;56,02;15,7733
009193;100;6,94;8296,28;180,1637
009194;100;6,48;72,21;13,7973
009195;100;6,96;47,04;16,0745
009196;100;6,99;72,93;15,085
009197;101;6,87;8298,05;178,6430693
009198;100;6,58;68,78;12,616
009199;100;6,55;64,65;12,8385
009200;99;4,45;95,02;15,37828283
009201;100;4,53;8309,5;180,9357
009202;100;4,86;70,72;12,3648
009203;100;4,55;81,88;10,7616
009204;100;4,55;48,67;10,1774
009205;100;4,73;155,08;14,0679
009206;100;4,59;77,28;12,837
009207;100;5,02;98,06;13,0164
009208;100;5,03;8316,58;179,1751
009209;100;5,03;96,74;12,5711
009210;100;4,46;728371,29;14582,0171
009211;101;4,44;98,33;12,17841584
009212;100;4,5;8312,1;176,4861
009213;101;4,88;96,21;14,66227723
009214;100;5,01;57,68;11,5081
009215;100;4,5;96,19;15,3417
009216;100;4,92;8306,27;177,1198
009217;100;4,94;47,82;11,3833
009218;100;4,56;97,07;12,2722
009219;80;5,1;69,83;14,276625
009220;80;4,34;523,81;23,297375
009221;99;5,14;78,92;13,15333333
009222;100;5,15;45,61;9,1464
009223;100;5,09;8998,86;193,3334
009224;100;5,18;81,62;11,8741
009225;100;5,09;9453,49;199,7751
009226;100;5,09;96,24;11,2466
009227;101;5,1;63,98;13,52108911
009228;101;5;61,84;11,84861386
009229;90;5,01;71,33;13,48377778
009230;90;5,1;74,84;12,72388889
009231;91;5,02;51,99;11,22505495
009232;89;5,03;8740,12;212,6252809
009233;90;5,21;8322,39;196,4478889
009234;90;5,13;78,84;12,27344444
009235;90;5,08;85,51;13,717
009236;90;5,08;83,04;11,72211111
009237;89;7,2;80,53;17,57853933
009238;90;7,29;58,54;14,16033333
009239;90;7,19;61,52;14,827
009240;90;7,33;8375,87;203,4961111
009241;90;6,98;50,45;13,16488889
009242;89;7,22;55,82;13,85134831
009243;91;7,12;74,71;17,13208791
009244;90;4,47;84,04;12,11777778
009245;90;4,48;44,94;11,97455556
009246;91;4,54;8322,9;194,6372528
009247;90;4,24;117,17;13,16233333
009248;90;4,46;75,79;11,09066667
009249;90;4,45;93,24;11,85066667
009250;92;4,44;49,94;12,25043478
009251;90;4,42;81,1;11,57055556
009252;92;4,54;50,54;11,3876087
009253;90;4,53;91,97;14,01744444
009254;91;4,48;157,03;14,47835165
009255;91;4,46;45,88;12,63373626
009256;90;4,47;8309,01;194,1462222
009257;80;4,49;8363,99;221,49525
009258;80;4,44;50,48;11,569875
009259;79;4,43;48,54;9,61455696
009260;80;4,45;58,17;10,703375
009261;80;4,45;50,6;8,866125
009262;80;4,22;77,14;10,9375
009263;80;4,45;55,12;9,669875
009264;80;4,48;8311,16;217,994875
009265;80;4,47;89,25;12,956875
009266;80;4,46;80,98;12,6845
009267;80;4,34;51,06;9,7435
009268;80;4,52;83,78;13,240875
009269;100;5,37;74,91;16,0404
009270;101;5,21;29403,87;886,2365347
009271;100;5,2;9445,88;203,3458
009272;100;5,37;105,7;14,5431
009273;100;5,32;54,7;10,1612
009274;100;5,16;95,53;12,6765
009275;100;5,35;8384,07;184,8101
009276;100;5,39;8935,28;195,9128
009277;101;6,97;29481,06;602,3240594
009278;100;6,97;81,93;17,5583
009279;100;7,02;54,14;12,2753
009280;100;6,92;70,91;12,0983
009281;100;7,03;8331,58;182,1788
009282;101;6,54;98,91;19,03425743
009283;100;7,03;89,03;15,4601
009284;100;5,56;69,92;13,4161
009285;100;7,02;8420,12;184,97
009286;102;7,04;49,87;17,64656863
009287;100;7,07;56,13;15,2818
009288;101;7,11;88,53;15,39257426
009289;108;7,01;456,26;39,33314815
009290;100;7,02;116,12;16,6233
009291;100;6,95;76;14,8949
009292;100;6,94;74,98;12,7243
009293;100;4,89;29204,75;598,276
009294;100;4,99;77,51;11,8605
009295;100;4,57;72,96;11,2798
009296;100;4,98;71,85;12,4887
009297;100;4,4;84,06;10,5766
009298;100;4,47;83,22;9,2221
009299;100;4,49;8321,99;180,2845
009300;100;4,52;97,6;15,2979
009301;100;4,97;8449,55;182,1248
009302;100;4,97;83,65;15,8893
009303;100;4,98;68,6;13,0594
009304;100;4,97;8399,46;181,938
009305;100;4,33;134,09;18,3501
009306;100;4,41;71,87;11,3331
009307;100;4,21;86,5;10,1998
009308;101;4,44;8317,03;180,7290099
009309;100;4,48;99,62;15,8207
009310;100;5,04;72,45;13,4072
009311;100;5,14;82,63;11,9415
009312;100;5,11;9114,94;193,3525
009313;100;5,17;78,93;12,9984
009314;100;5,08;8302,83;176,5232
009315;101;5,07;65,57;12,81029703
009316;100;4,98;84,72;13,0226
009317;90;5,08;49,71;12,32111111
009318;90;5,08;28315,77;639,7887778
009319;90;5,02;60,82;14,34955556
009320;90;5,01;81,86;13,64255556
009321;90;5,14;8554,2;209,9018889
009322;90;5,15;68,63;17,088
009323;90;5,1;47,9;12,88533333
009324;90;5,08;177,66;19,20222222
009325;90;4,43;83,53;12,28155556
009326;90;4,37;55,65;11,68933333
009327;90;5,87;8303,29;198,3524444
009328;90;7,25;70,61;13,21222222
009329;90;6,97;79,95;14,26288889
009330;90;4,36;76,53;16,38811111
009331;90;4,51;72,58;11,94888889
009332;90;4,49;130,82;20,179
009333;90;4,38;9207,97;221,2605556
009334;90;4,37;86,81;12,42788889
009335;90;4,39;8311,9;199,1964444
009336;90;4,37;74,71;11,99677778
009337;80;4,53;55,88;11,766
009338;78;4,43;81,02;15,03179487
009339;80;4,44;55,88;10,327125
009340;80;4,42;82,97;13,434625
009341;80;4,34;91,46;12,1905
009342;80;4,34;46,68;9,97375
009343;80;4,37;8303,29;220,940625
009344;101;5,2;173,23;22,06128713
009345;98;4,96;28853,87;704,8393878
009346;100;5,17;90,83;18,2613
009347;100;5,17;84,24;14,4097
009348;100;5,12;8738,61;191,2474
009349;100;5,17;85,6;12,0407
009350;100;5,19;9134,07;196,0047
009351;100;5,19;124,07;18,329
009352;100;7,04;47,52;12,568
009353;100;7,05;28332,15;584,9212
009354;100;6,99;85,34;14,3317
009355;100;7,01;73,93;14,0136
009356;100;7,11;82,13;15,6534
009357;100;7,11;50,98;16,0221
009358;100;7,11;94,96;14,7947
009359;100;7,03;91,32;15,7316
009360;100;7,08;78,75;15,8627
009361;100;7,1;87,36;17,8524
009362;100;7,08;8300,96;182,0056
009363;100;7,01;72,64;15,0788
009364;99;7,1;54,95;14,92575758
009365;100;7,07;81,26;14,0025
009366;100;7,02;87,81;18,8147
009367;100;6,98;8304,41;181,5499
009368;100;4,52;72,87;10,1512
009369;100;4,48;78,87;11,6796
009370;100;4,45;28377,85;580,4895
009371;100;4,33;108,89;15,0771
009372;98;4,47;83,93;18,68040816
009373;100;4,44;84,17;11,1574
009374;100;4,43;79,16;11,7622
009375;100;4,5;91,04;12,7358
009376;100;4,34;67,66;14,1224
009377;100;4,22;8319,05;180,9244
009378;100;4,35;72,76;10,9612
009379;100;4,24;171,49;14,5665
009380;100;4,35;93,89;15,3098
009381;100;4,35;8325,67;181,0782
009382;100;4,45;85,82;10,6303
