Lagerin;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
000036101;91;4,54;8310,04;193,9525275
000036105;90;4,51;80,17;11,38733333
000036108;100;5,74;9188,2;197,3734
000036112;100;5,34;98,21;16,8534
000036117;101;5,3;89,55;14,51891089
000036123;99;5,31;92,65;15,93484848
000036126;102;5,84;750430,71;15000,66922
000036129;100;5,58;210,68;18,9497
000036134;102;5,56;8350,9;201,0237255
000036189;100;8,03;103,97;16,8567
000036196;100;8,14;28380,07;302,6992
000036198;102;8;8295,63;180,8571569
000036201;101;8,15;194,1;20,9390099
000036203;100;8,07;8331,87;185,5598
000036205;100;5,36;107,2;21,758
000036207;100;8,02;106,98;18,3052
000036246;101;5,12;8940,93;193,8941584
000036252;101;5,33;69,79;12,37752475
000036262;100;4,92;49,13;13,8998
000036265;100;5,26;81,96;12,8527
000036270;100;5,19;8326,65;182,1679
000036289;104;4,95;266,81;23,93403846
000036292;100;4,86;49,85;11,7288
000036295;100;4,48;8314,29;176,5115
000036302;101;4,87;88,19;12,41465347
000036310;100;4,85;9186,72;195,4496
000036312;102;4,52;748370,59;14688,31461
000036316;100;4,43;197,64;15,4439
000036377;103;8,2;8302,55;179,5905825
000036380;100;8,2;94,96;16,4406
000036385;100;8,3;77,61;19,8287
000036390;90;5,13;84,36;13,31277778
000036391;88;5,25;80,94;12,93897727
000036395;92;5,19;29155,22;646,4423913
000036400;90;5,12;90,01;13,85622222
000036403;100;5,56;18303,27;380,2682
000036408;101;5,3;83,82;18,13613861
000036411;100;5,33;9203,71;200,0487
000036416;90;4,57;8304,98;196,3242222
000036418;90;4,48;195,81;13,10988889
000036422;90;4,57;64,61;11,771
000036427;90;4,56;65,21;11,65955556
000036436;100;5,06;99,1;13,4325
000036440;102;4,87;95,75;16,12892157
000036443;100;4,54;28312,95;578,788
000036446;81;4,49;87,7;12,55382716
000036450;80;4,55;59,74;9,82925
000036452;80;4,89;159,44;13,099625
000036454;80;4,94;85,08;18,81625
000036455;80;8,2;87,4;19,085
000036458;80;8,38;74,92;17,69075
000036464;80;4,94;8309,64;220,585375
000036466;80;4,58;28311,84;719,925125
000036512;90;5,31;58,96;14,46833333
000036517;90;5,27;8303,2;195,9216667
000036522;90;5,31;8324,79;194,9072222
000036525;91;5,2;82,11;13,31802198
000036528;89;5,48;79,69;15,47078652
000036532;90;5,23;52,86;11,85144444
000036534;90;5,45;86,12;14,30333333
000036543;90;4,57;99,62;11,41288889
000036548;91;4,99;59,54;11,29483516
000036552;90;4,48;86,69;13,73555556
000036554;90;4,52;8312,15;200,2342222
000036557;90;5;48,77;9,95733333
000036562;90;4,39;59,99;11,68866667
000036565;90;4,58;50,15;10,05722222
000036688;103;7,87;103,75;19,73436893
000036692;105;8,21;135,3;20,6627619
000036694;107;8,32;64,36;22,46700935
000036697;101;8,09;83,2;14,87524752
000036699;100;5,52;107,77;20,5597
000036701;100;8,2;81,73;17,4496
000036710;90;4,91;59,96;11,08933333
000036713;91;4,97;52,65;12,91307692
000036715;90;4,97;83,76;14,248
000036718;90;4,54;86,15;12,31666667
000036721;90;4,56;48316,52;1089,699
000036726;90;4,49;88,7;13,48522222
000036728;90;4,97;257,98;15,81577778
000036732;100;8,18;80,48;15,3229
000036735;100;8,13;72,69;19,2117
000036737;100;8,07;28335,87;298,1321
000036740;100;8,12;8311,97;183,36
000036743;104;8,2;116,94;18,34125
000036745;98;8,21;97,62;17,32744898
000036749;90;4,53;85,56;15,39677778
000036751;90;4,46;88,66;11,57166667
000036754;90;4,5;164;17,043
000036757;90;4,51;139,9;16,92255556
000036761;90;4,49;8312,75;202,2167778
000036804;103;4,89;92,21;15,07757282
000036808;98;4,96;8301,35;183,3326531
000036811;101;4,87;79,88;13,21356436
000036813;100;3,88;84,01;12,4357
000036817;102;4,44;221,92;21,25882353
000036822;101;4,01;176,02;15,84752475
000036842;100;4,88;92,84;11,3173
000036843;100;4,55;49,82;11,6249
000036845;101;4,97;73,12;13,19207921
000036868;100;5,22;82,49;13,49
000036872;100;5,22;81,56;11,3521
000036876;100;5,11;85,12;16,134
000036882;100;5,45;73;13,4158
000036911;80;8,44;8318,93;232,39375
000036916;79;8,85;92,99;21,36329114
000036917;80;4,48;90,97;12,318375
000036920;81;8,46;127,78;25,99962963
000036959;100;5,26;91,17;11,8029
000036966;101;5,12;62,46;11,91089109
000036973;100;5,11;8416,18;182,6108
000036976;103;4,59;8399,46;179,7449515
000036979;103;4,53;64,68;11,75796117
000036982;100;5,06;8305,02;178,4414
000037013;101;4,88;87,82;15,49544554
000037015;100;4,45;101,32;13,819
000037019;103;4,84;104,79;19,02786408
000037021;100;4,55;48365,03;982,1738
000037052;102;5,56;49292,3;982,6796078
000037055;104;5,34;171,76;22,49336538
000037060;104;5,24;198,15;20,3725
000037062;90;5,09;48399,94;1096,057889
000037069;66;5,27;48,83;13,61590909
000037070;90;5,21;9188,96;217,9501111
000037077;90;4,53;315,55;21,55311111
000037081;90;4,94;218,47;15,38155556
000037083;90;4,5;92,03;10,84877778
000037084;90;4,56;81,34;16,32922222
000037087;99;8,37;8454,86;198,909899
000037093;100;8,46;91,98;22,9275
000037095;98;8,22;48395,44;1003,958776
000037098;101;8,42;79,1;19,13920792
000037111;102;8,42;85,68;21,01607843
000037113;102;8,31;153,79;21,16401961
000037115;100;8,32;78,59;19,9821
000037117;100;8,3;70,66;17,9145
000037120;99;4,36;100,26;13,58050505
000037124;100;4,88;8378,09;101,994
000037129;101;4,36;8381,97;99,06376238
000037182;80;4,53;74,75;14,325875
000037188;80;4,54;52,95;11,929
000037189;81;8,18;79,99;22,26
000037192;82;4,53;8321,7;220,7970732
000037194;81;4,52;83,98;10,97975309
000037198;92;5,88;38436,6;855,418587
000037201;92;5,3;9228,38;216,061413
000037206;90;5,78;296,84;36,92511111
000037210;114;5,88;8316,28;161,7514035
000037217;101;5,32;38312,83;780,8008911
000037219;100;5,79;84,98;17,8517
000037225;101;5,37;9205,09;199,2285149
000037229;97;5,92;9181,01;202,9845361
000037235;104;4,87;99,25;17,03913462
000037237;110;4,51;8696,23;187,1029091
000037240;99;4,48;88,71;16,3369697
000037243;100;5,76;87,96;12,8376
000037248;101;5,1;210,3;15,25782178
000037249;100;5,76;99,19;14,5759
000037255;100;4,88;86,2;13,8381
000037262;101;4,57;38371,95;780,389604
000037265;100;4,94;47,7;10,7973
000037280;91;4,5;108,06;14,03978022
000037283;90;4,58;38338,09;443,5345556
000037284;90;4,56;296,92;20,437
000037287;90;4,52;8326,01;200,2242222
000037289;93;4,48;173,05;14,8255914
000037292;66;4,48;84,22;13,84287879
000037293;114;4,52;91,14;10,48008772
000037316;90;6,1;8317,22;201,6874444
000037318;91;5,86;103,92;15,5921978
000037321;93;5,44;73,37;16,20129032
000037328;90;5,84;162,15;17,574
000037334;89;5,47;71,46;15,88089888
000037343;98;5,77;8505,94;201,6091837
000037347;101;5,34;9195,9;206,6264356
000037352;25;5,37;70,71;16,6984
000037355;176;5,3;19200,24;238,6311932
000037360;80;4,47;93,05;18,787875
000037362;81;9,03;120,77;26,20728395
000037365;80;9,22;86,95;20,33375
000037367;81;4,52;85,87;19,15679012
000037368;81;4,51;80,06;13,27506173
000037371;81;9,03;8364,6;226,5477778
000037373;100;5,87;96,72;18,9614
000037375;100;5,87;8312,97;181,9049
000037378;99;5,23;93,59;12,19646465
000037379;101;5,26;28644,96;865,0980198
000037381;100;5,14;48,96;12,2873
000037386;101;6,14;8369,08;200,7474257
000037388;102;5,87;290,84;20,04921569
000037420;100;4,86;113,9;16,857
000037422;100;4,87;89,52;14,456
000037449;103;4,52;369,01;29,08582524
000037452;100;4,47;8310,21;179,3069
000037461;100;4,9;154,18;12,0498
000037466;101;4,9;8399,33;184,2261386
000037468;100;4,88;8324,91;183,0517
000037472;100;4,91;77,29;16,1795
000037477;90;4,46;63,95;13,55844444
000037481;92;4,54;38332,2;431,5317391
000037482;90;4,56;8411,75;203,2701111
000037486;91;4,49;93,9;12,30010989
000037509;100;8,41;38614,96;792,9065
000037510;100;8,52;194,72;23,5869
000037521;101;8,46;119,81;18,41405941
000037522;101;8,54;148,09;22,20920792
000037525;100;8,47;211,24;24,6063
000037530;100;8,48;8334,86;188,7934
000037531;100;8,32;232,73;29,9845
000037537;100;8,94;143;23,9441
000037540;100;8,9;28641,82;594,812
000037542;100;8,41;8409,19;102,6759
000037547;91;4,57;88,67;15,27417582
000037551;90;4,51;86,69;12,15466667
000037553;92;4,48;93,62;15,07304348
000037556;90;4,46;86,63;10,437
000037559;92;4,54;8306,09;195,1672826
000037561;90;4,5;71,58;14,73666667
000037568;90;4,51;28613,67;653,2136667
000037604;106;5,32;28585,7;737,1491509
000037608;100;5,35;92,07;17,8906
000037651;101;4,59;192,92;16,13475248
000037654;101;4,9;50242,18;510,9065347
000037660;100;4,36;8374,16;181,6773
000037665;80;4,46;99,62;13,685375
000037667;85;4,46;93,05;16,74929412
000037680;80;4,55;90,88;11,818875
000037688;80;5,28;95,71;21,472
000037689;80;4,57;48,17;10,378625
000037693;80;4,54;8974,05;236,719
000037717;101;8,33;8404,64;185,1505941
000037719;101;8,31;100,22;19,45970297
000037720;100;8,29;8416,33;186,0474
000037722;100;8,09;8323,54;183,3338
000037723;100;8,48;56,81;16,4429
000037726;99;5,16;206,91;17,61868687
000037728;90;5,45;114,8;17,40922222
000037738;81;5,23;8315,22;218,9953086
000037739;90;5,1;90,71;14,10222222
000037746;91;5,12;76,63;12,93989011
000037750;90;4,46;87,1;11,81177778
000037760;90;4,51;109,41;10,86733333
000037765;90;4,53;79,54;13,54344444
000037768;90;4,49;94,82;14,08
000037775;100;4,37;8399,01;182,8858
000037777;102;4,38;98,05;17,21960784
000037783;101;4,49;132,22;14,01108911
000037785;100;4,47;85,86;10,8304
000037787;102;4,92;281,26;20,96470588
000037793;100;4,93;84,77;14,283
000037795;100;4,98;8384,65;177,6486
000037798;100;4,56;29139,89;596,6506
000037799;100;4,77;8320,8;181,0153
000037802;57;4,92;94,8;15,8245614
000037803;44;4,52;66,61;13,50886364
000037807;101;5,08;59,99;12,89079208
000037810;100;5,14;90,9;15,7139
000037814;103;5,15;72,69;12,71669903
000037817;98;5,13;91,86;13,41908163
000037821;100;5,1;91,98;14,7522
000037831;100;5,26;202,02;17,9937
000037850;89;4,55;28312,88;647,2826966
000037856;90;4,56;82,52;12,22266667
000037860;90;4,52;8308,34;107,8012222
000037865;90;4,5;698366,96;15531,17822
000037869;90;4,43;8313;197,0072222
000037872;100;8,47;158,8;26,1195
000037873;101;8,54;144,96;19,93712871
000037874;100;8,37;125,68;22,5271
000037875;97;8,93;8401,99;194,4760825
000037881;90;5,24;85,08;13,11122222
000037884;90;5,15;58,07;13,85466667
000037889;90;5,12;86,59;12,76433333
000037899;90;4,54;50,92;8,65455556
000037905;94;4,89;103,35;20,23510638
000037909;93;4,54;171,83;16,80451613
000037913;91;4,43;8330,91;194,1675824
000037917;101;5,18;157,28;16,84306931
000037922;102;4,97;28339,68;749,2140196
000037924;100;5,16;186,9;16,751
000037929;100;4,51;85,16;13,9152
000037931;100;4,48;87,89;12,9429
000037956;80;4,55;85,96;13,105125
000037966;80;4,54;49,09;11,967
000037967;82;4,54;103,28;15,68378049
000038177;100;8,53;159,66;17,5031
000038179;100;8,94;84,67;20,9342
000038187;101;5,32;96,82;19,52891089
000038188;100;5,33;9184,05;198,7539
000038192;100;5,35;349,21;26,3796
000038195;99;5,35;8715,58;191,4143434
000038200;100;5,39;89,12;16,5595
000038204;102;5,34;29209,42;594,7916667
000038212;102;8,53;377,04;30,78333333
000038218;100;8,93;54,95;13,579
000038224;91;4,55;8320,89;196,7991209
000038229;90;4,54;199,22;14,92433333
000038231;90;4,96;97,13;14,87544444
000038235;91;5,1;96,82;16,34912088
000038240;91;5,13;86,5;12,11912088
000038243;90;5,25;89,77;14,45444444
000038244;89;5,25;173,98;16,78044944
000038248;89;5,11;9249,06;221,5125843
000038251;92;4,52;83,47;15,04293478
000038254;90;4,49;44,99;11,90088889
000038256;90;4,49;97,68;12,31322222
000038259;90;4,45;93,52;13,79422222
000038268;80;5,36;50,97;20,764
000038269;81;4,58;77,8;12,26222222
000038271;81;4,54;78,64;12,28604938
000038275;80;4,55;71,38;12,785125
000038280;82;8,92;83,75;19,20865854
000038283;80;9,03;8819,8;239,608
000038357;100;4,86;28309,81;580,3738
000038360;100;4,81;86,98;14,5343
000038363;99;4,95;698365,94;14125,81909
000038366;101;4,44;264,1;19,47316832
000038368;102;4,91;180,62;17,40735294
000038374;80;9,11;71,3;18,2915
000038376;80;4,49;95,15;12,32325
000038381;80;8,9;8248,1;227,1535
000038383;103;8,55;100,66;19,65368932
000038386;101;8,94;81,05;19,10188119
000038392;100;8,54;8348,79;187,5889
000038393;100;8,54;81,65;18,6232
000038396;103;5,36;9139,14;198,967767
000038401;100;5,38;699215,27;13999,1998
000038405;95;5,24;8704,08;556,1206316
000038488;99;5,16;9150,24;198,4922222
000038494;100;5,14;80,5;11,768
000038496;97;5,14;698311,22;14409,65041
000038508;99;5,13;190,06;15,5310101
000038511;92;4,52;302,85;20,58097826
000038516;90;4,45;79,57;11,67877778
000038519;90;4,49;8314,23;196,7446667
000038525;91;4,52;92,24;13,66549451
000038530;90;5,02;81,83;11,57622222
000038532;95;5,11;185;14,14368421
000038539;91;5,11;53,85;13,29956044
000038559;90;4,51;93,01;13,49433333
000038563;90;4,49;98,3;11,83244444
000038566;91;4,54;20082,9;230,9535165
000038569;90;4,54;88,94;11,24111111
000038576;100;8,82;8404,69;104,956
000038579;100;8,97;73,05;17,4723
000038584;101;5,8;157,62;19,20990099
000038588;101;8,98;175,72;26,5339604
000038592;99;8,97;8698,17;194,0417172
000038596;100;8,86;86,77;21,016
000038601;103;5,34;86,16;16,40135922
000038604;104;5,38;9146,17;192,3923077
000038607;103;5,37;58,18;15,23514563
000038613;99;5,35;9147,92;204,6558586
000038620;99;8,9;74,03;19,46373737
000038623;99;8,98;82,62;17,43353535
000038626;100;8,93;28581,32;588,4763
000038643;100;4,88;92,09;13,8397
000038646;100;4,91;149,01;12,916
000038651;101;4,51;8383,93;182,9551485
000038654;101;4,5;85,68;14,93405941
000038658;100;4,9;8313,86;180,274
000038660;101;4,52;99,84;13,19257426
000038712;100;4,53;100,98;15,7386
000038714;101;4,85;92,37;16,82356436
000038717;102;4,47;70,07;11,51931373
000038721;102;8,99;149,72;22,79078431
000038723;99;8,53;59,14;20,7189899
000038727;102;8,93;114,02;19,43401961
000038731;101;8,93;127,16;22,66564356
000038743;100;5,33;29479,98;602,9471
000038748;103;5,79;8300,18;180,3885437
000038752;115;5,76;9192,28;272,718087
000038755;90;4,5;87,19;13,10266667
000038761;90;4,49;8314,03;199,8593333
000038763;90;4,58;85,17;13,77777778
000038767;91;4,57;94,49;17,85450549
000038771;90;4,45;28372,05;641,8624444
000038774;90;4,57;94,94;13,19888889
000038777;95;4,54;8305,08;192,1567368
000038782;101;9,16;67,55;18,78594059
000038785;100;8,97;66,12;20,0025
000038810;81;4,52;8328,66;321,4767901
000038813;81;9,12;71,35;22,18358025
000038819;80;9,11;89,17;20,413
000038823;80;5,07;77,03;16,46125
000038826;80;4,53;8365,07;223,178625
000038832;101;5,41;284,6;24,15861386
000038834;101;5,15;86,05;13,08623762
000038837;98;5,18;29216,44;610,1588776
000038840;100;4,53;9132,85;194,1386
000038846;100;4,47;78,3;12,0774
000038849;100;4,94;85,08;14,7371
000038909;96;5,29;8316,1;291,8653125
000038911;93;4,63;150,92;18,82290323
000038914;86;5,26;8317,5;206,4169767
000038916;90;5,16;50,84;15,49366667
000038919;92;5,26;82,31;15,17923913
000038922;100;4,47;8277,82;176,7581
000038926;100;4,51;90,13;12,0449
000038934;99;4,35;205,34;13,1389899
000038936;102;4,48;28311,1;573,5995098
000038981;95;8,99;8318,27;107,2502105
000038989;99;5,85;474,38;33,45070707
000038996;96;9,02;8298,88;190,6635417
000038999;90;4,49;56,21;10,80977778
000039002;91;4,56;8483,19;197,0934066
000039006;90;4,53;92,68;15,27011111
000039009;90;4,45;92,14;12,43922222
000039020;90;4,45;60,06;11,02133333
000039023;102;5,38;8999,09;194,9610784
000039028;104;5,53;9141,94;197,56
000039034;101;5,37;9216,01;202,3961386
000039039;80;4,53;56,91;12,406375
000039040;80;4,54;44,97;9,97
000039044;100;4,51;88,51;12,6858
000039053;101;4,49;8411,19;183,3940594
000039056;101;4,49;162,81;12,83871287
000039058;100;4,49;81,29;12,0012
000039080;101;9;89,77;21,13683168
000039084;100;9,01;8331,74;190,9938
000039087;100;9;93,87;17,4071
000039092;95;4,57;189,97;18,01157895
000039096;91;4,53;8305,34;196,7002198
000039099;90;4,55;74,47;10,58355556
000039102;90;4,44;61,87;12,25688889
000039105;99;8,99;28531,26;599,1444444
000039110;100;9,03;80,89;17,55
000039113;99;9,04;105,93;19,33272727
000039118;101;8,99;94,62;18,25425743
000039121;100;8,92;78,15;19,3064
000039125;92;5,27;222,01;18,21456522
000039130;88;5,26;65,58;14,72829545
000039137;80;4,54;53,02;10,766
000039142;81;4,51;223,03;18,26493827
000039143;80;9,2;79,1;20,625625
000039145;80;4,49;73,33;12,654
000039170;102;5,14;72,82;13,67735294
000039174;100;5,13;93,14;19,2122
000039176;91;4,45;98;16,24582418
000039181;91;4,49;77,21;13,50604396
000039182;90;4,51;106,72;11,64722222
000039185;91;4,48;91,08;14,57989011
000039189;101;5,27;94,84;13,84574257
000039193;102;5,28;29975,28;894,0007843
000039197;102;5,75;10172,93;320,5628431
000039202;100;5,35;141,3;20,1328
000039209;90;5,27;8310,93;199,581
000039214;90;5,12;88,49;12,55177778
000039216;90;5,14;8206,21;196,0964444
000039240;90;4,55;53,9;15,17811111
000039245;91;4,58;91,68;14,46637363
000039249;90;4,47;81,11;11,23233333
000039251;91;4,55;111,96;13,82208791
000039257;101;9,08;274,82;23,64891089
000039261;100;9,1;72,24;17,0036
000039263;100;9,08;73,48;17,1858
000039272;100;9,09;81,9;19,6528
000039275;92;9,11;96,73;21,42804348
000039278;100;9,09;9200,22;374,6612
000039280;99;9,12;81,77;18,6689899
000039300;100;5,15;8203,98;180,6479
000039304;101;5,78;82,51;16,2239604
000039351;100;4,79;8313,25;182,9109
000039354;104;4,92;9796,83;121,4586539
000039357;101;4,95;191,88;17,0460396
000039360;103;4,85;69,62;13,64893204
000039368;110;4,99;268,22;31,586
000039392;81;9,3;50,97;18,3908642
000039401;81;9,5;69,07;19,87592593
000039404;79;9,41;62,09;20,79050633
000039408;80;4,51;61,07;13,4295
000039412;80;4,47;94,96;14,6535
000039413;80;4,49;78,9;9,90125
000039427;90;5,15;29194,78;664,8608889
000039436;90;5,26;71,27;12,54388889
000039442;95;5,15;70,75;12,60442105
000039450;91;4,54;82,61;12,58549451
000039454;91;4,53;95,94;13,44263736
000039460;90;4,51;81,78;13,17144444
000039463;90;4,54;44,94;11,04033333
000039473;89;4,55;74,09;12,00179775
000039474;101;5,29;9190,99;290,8328713
000039481;100;5,35;9202,31;199,5833
000039486;100;5,37;91,99;19,1061
000039491;100;5,27;9188,05;198,2335
000039496;100;5,55;89,99;19,1892
000039505;100;5,36;90,87;16,9376
000039509;99;5,24;28316,51;582,8132323
000039513;90;5,25;98,51;13,87611111
000039518;100;4,5;84,96;12,4578
000039523;101;4,5;288,58;18,88019802
000039533;102;4,55;88,11;12,29862745
000039541;100;4,87;8373,91;177,5856
000039544;102;4,56;63,33;13,06607843
000039614;204;5,12;169,06;14,61343137
000039658;102;9,11;90,98;20,62598039
000039660;101;9,16;76,86;17,94980198
000039662;100;9,12;28411,87;586,4068
000039670;90;4,53;75,81;16,03477778
000039675;91;4,49;88,89;16,94164835
000039678;90;4,49;8331,54;199,5808889
000039680;91;4,58;91,96;14,48120879
000039683;90;4,89;78,95;15,37722222
000039687;101;9,13;162,55;17,7329703
000039690;102;9,05;8306,24;182,8672549
000039691;100;9,16;8299,86;182,8303
000039697;101;9,14;57,79;17,65574257
000039698;100;9,15;74,02;17,7532
000039704;80;5,44;51,31;14,508125
000039708;80;4,51;58,64;11,083625
000039710;80;4,82;91,48;19,5075
000039715;80;9,5;92,19;20,556
000039723;101;4,55;29182,92;761,2432673
000039730;101;4,5;9196,81;199,8370297
000039736;108;4,93;8385;326,9580556
000039739;106;4,93;196,02;21,84518868
000039743;100;4,92;8381,15;183,316
000039762;100;5,15;68,88;11,9418
000039769;103;5,16;170,16;15,39563107
000039774;100;6,13;9185,65;198,0137
000039779;101;5,93;102,59;17,66524752
000039783;100;5,33;89,75;16,0626
000039786;100;5,12;8311,8;178,6666
000039826;85;4,95;72,79;14,67964706
000039838;88;5,13;123,12;17,03795455
000039842;91;5,15;140,82;16,30824176
000039843;92;5,15;90,93;13,72293478
000039849;92;5,15;8312,75;194,8667391
000039854;96;9,1;95,9;19,66208333
000039858;100;9,03;8327,2;182,0376
000039860;100;9,16;79,81;21,264
000039872;101;9,17;103,25;22,99059406
000039877;100;9,16;74,67;19,1472
000039880;88;4,53;54,97;11,83181818
000039883;82;4,51;157,95;15,73804878
000039900;101;4,47;157,89;14,98693069
000039903;100;4,88;82,33;14,0887
000039906;102;4,55;28488,84;577,875
000039910;101;4,49;88;13,01425743
000039918;100;4,93;73,33;14,0968
000039921;100;4,78;69,57;11,2822
000039944;101;4,84;75,99;12,49059406
000039949;105;5,01;40975,37;1185,677333
000039951;100;4,53;8316,95;179,6635
000039957;101;5,27;94,2;13,11970297
000039964;100;5,31;9208,01;195,1603
000039970;100;7,04;50,04;17,3991
000039972;101;5,24;9192,99;202,3618812
000039978;90;4,49;28316,86;641,7433333
000039979;90;4,57;8365,79;200,099
000039984;90;4,52;55,03;13,78011111
000039985;90;4,53;77,81;12,105
000040034;102;5,25;8321,41;213,6195098
000040043;101;5,08;8307,89;175,6493069
000040045;100;5,11;87,27;13,4796
000040053;98;5,26;9141,85;200,7127551
000040150;100;5,04;299,28;17,717
000040153;101;4,53;77,77;13,79683168
000040159;101;4,54;102,76;11,84653465
000040161;102;4,92;92,97;15,8895098
000040164;101;5,06;8308,82;178,6360396
000040166;103;5,09;645,77;28,47563107
000040170;80;4,54;8358,64;220,24675
000040175;80;4,92;84,98;13,26625
000040177;83;4,52;90,03;16,41253012
000040181;80;6,99;86,6;16,60475
000040218;90;4,87;8310,28;196,0803333
000040223;90;4,5;91,55;12,52844444
000040224;90;4,53;28321,72;642,44
000040230;90;4,52;75,72;14,25533333
000040232;91;4,57;71,99;11,99417582
000040237;90;4,47;8311,17;197,8477778
000040239;91;4,47;56,33;11,62747253
000040243;90;4,57;54,82;10,92888889
000040247;90;4,46;88,88;11,01755556
000040251;90;4,54;67,03;11,41544444
000040256;90;4,5;8310,14;199,4396667
000040259;100;9,29;96,07;18,7084
000040264;101;8,97;9195,75;201,28
000040270;103;9,16;160,14;22,56038835
000040272;100;9,15;74,01;19,325
000040275;100;7,03;61,08;17,4283
000040280;89;5,09;28318,2;647,8562921
000040282;92;5,09;72,67;12,50565217
000040290;92;5,25;93,14;14,5326087
000040298;99;9,28;55;19,38666667
000040299;99;8,08;90,67;18,86181818
000040321;102;4,92;91,59;14,45254902
000040322;102;5,13;98,96;14,21637255
000040326;99;5,13;1880077,02;19002,34434
000040329;100;5,1;84,08;14,088
000040331;101;4,48;9148,18;203,8917822
000040338;102;4,97;179,85;17,50196078
000040340;100;4,81;103,09;12,7788
000040345;100;3,85;8312,8;178,2356
000040385;100;5,26;9150,92;203,5683
000040392;99;5,22;91,86;20,14161616
000040395;101;5,29;177,07;19,28514851
000040400;90;4,4;58,69;10,96966667
000040402;90;4,52;48,89;11,13233333
000040409;91;4,57;122,73;16,12340659
000040412;90;4,42;8314,95;195,0474444
000040416;90;4,49;58,62;10,74044444
000040423;90;4,58;177,83;16,753
000040426;90;4,48;8384,97;198,5304444
000040440;89;5,25;76,59;12,13426966
000040444;93;5,14;103,87;15,25774194
000040447;90;5,38;63,46;13,99111111
000040448;91;5,12;272,88;21,94373626
000040459;89;5,25;8310,23;198,5075281
000040465;89;5,79;8307,93;199,3641573
000040472;83;4,48;8766,93;534,1842169
000040478;80;6,43;8342,7;226,390875
000040481;80;7,31;50,59;16,391875
000040483;81;7,01;109,63;17,53197531
000040487;80;4,52;88,63;13,298625
000040490;80;4,87;103,75;17,976375
000040492;80;4,5;70,66;11,227375
000040496;101;5,2;89,3;13,25158416
000040502;101;4,93;351,18;16,98118812
000040526;101;8,18;52,16;19,30722772
000040529;108;9,32;28372,96;551,1998148
000040534;101;7,03;100,74;16,31930693
000040537;104;7,19;200,17;25,76163462
000040544;99;5,75;73,15;16,9579798
000040546;101;7,01;8394,17;182,1822772
000040554;100;5,54;9223,87;200,7875
000040556;102;5,29;9147,3;196,5363726
000040563;100;8,09;90,24;14,8296
000040565;100;8,08;99,97;21,2116
000040573;105;6,93;164,44;20,14428571
000040574;94;7,05;50,58;12,63787234
000040576;91;4,48;50,16;13,84263736
000040578;92;4,49;728394,85;15848,40293
000040582;91;4,54;84,12;14,13604396
000040586;90;4,43;61,02;10,80066667
000040589;90;4,42;86,06;12,36677778
000040590;91;4,53;61,22;14,49967033
000040618;104;4,82;152,58;17,00538462
000040621;102;4,87;87;16,54901961
000040623;103;4,98;728360,98;14162,27107
000040628;99;5,17;97,04;14,45080808
000040629;102;5,03;85;14,00676471
000040691;100;4,93;8384,14;179,6459
000040693;101;4,52;98,76;11,36861386
000040695;101;4,45;77,72;13,04089109
000040702;100;4,54;92,58;11,8185
000040734;102;5,1;86,82;13,09323529
000040740;101;5,28;219,09;15,88712871
000040743;102;5,46;728335,82;14296,59235
000040747;102;5,28;48,88;13,41470588
000040754;97;5,09;74,47;11,94319588
000040761;103;5,27;729587,65;14188,21175
000040763;103;5,27;8895,86;192,5968932
000040768;91;4,42;73,15;12,70131868
000040770;90;4,41;48,18;9,30366667
000040778;90;4,4;48,47;9,90666667
000040780;90;4,41;51,76;8,83811111
000040784;100;8,08;8408,01;184,671
000040788;101;7,03;77,96;16,95257426
000040789;94;7,03;8385,77;193,5574468
000040792;105;6,96;53,25;16,18942857
000040795;101;6,95;98,93;21,2350495
000040798;90;5,07;87,82;12,67366667
000040802;91;5,2;8317,33;290,3801099
000040804;91;5,8;98,13;19,22736264
000040812;91;5,19;164,87;15,82813187
000040816;102;7;50,66;15,52254902
000040817;98;7,11;48,36;15,9894898
000040820;101;7,02;728427,76;14446,33257
000040847;98;4,57;159,85;12,26836735
000040849;102;4,94;294,13;18,57588235
000040851;102;5,02;8307,66;178,3055882
000040854;100;4,51;219,4;14,8045
000040857;102;4,46;9181,68;194,1928431
000040861;106;4,79;29187,75;568,0324528
000040945;79;7,31;75,58;16,42658228
000040949;80;7,2;8358,93;222,268875
000040950;81;4,48;100,86;12,80950617
000040952;80;7,41;62,75;15,957375
000040954;82;5;93,49;19,74304878
000040957;81;4,44;52,73;13,30506173
000040980;100;4,45;8373,62;181,0531
000040984;101;5,23;72,77;12,6570297
000040988;101;5,14;8782,17;190,7572277
000040989;105;4,95;10193,83;208,14
000041049;102;5,26;58,15;13,35588235
000041054;101;5,28;9289,06;290,0537624
000041055;104;5,29;178,78;23,20788462
000041059;98;5,28;61,22;13,43622449
000041063;91;5,21;87,09;12,53549451
000041070;86;5,06;71,83;13,9277907
000041074;90;5,09;101,22;15,03544444
000041078;93;5,12;8361,25;192,632043
000041087;90;5,07;116,01;12,009
000041089;86;5,1;163,14;13,84232558
000041096;100;7,06;51,86;13,4339
000041097;100;7,17;106,92;18,6878
000041099;100;7,07;50,92;17,0062
000041106;100;6,98;58,88;12,3861
000041112;90;4,4;140,15;13,789
000041115;90;4,45;63,39;12,10233333
000041118;90;4,39;8310,04;196,0531111
000041119;90;4,4;53,05;10,068
