Lagerin;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
000044564;85;5,18;9144,15;230,1962353
000044568;90;5,15;99,74;15,003
000044612;100;5,04;81,66;12,7619
000044613;100;5,07;87,1;12,8831
000044616;101;5,05;199,25;13,15673267
000044629;81;4,54;50,13;12,07308642
000044631;80;4,46;76,18;10,409125
000044635;80;7,43;99,77;18,593125
000044640;80;7,37;8328,79;225,1205
000044642;80;4,44;8310,95;221,063375
000044643;80;4,46;64,39;16,313
000044647;80;4,5;45,28;10,12325
000044650;101;4,87;28326,16;855,8833663
000044656;102;4,48;87,18;10,3172549
000044658;104;4,83;90,06;14,98894231
000044660;103;4,47;83,93;13,91203883
000044664;102;7,11;28396,28;299,0110784
000044669;100;7,03;28393,12;298,5369
000044670;102;7,11;8309,21;177,0639216
000044673;101;7,17;728410,36;14436,91327
000044685;95;5,09;58,91;12,05284211
000044691;97;7,07;51,23;15,82123711
000044699;99;7,12;8296,77;181,3575758
000044701;101;7,05;63,92;16,93049505
000044705;101;7,06;8394;180,380099
000044711;100;7,17;72,63;15,4045
000044717;90;4,42;8312,09;193,4918889
000044720;90;4,46;76,76;11,43855556
000044724;90;4,51;98,21;10,16422222
000044728;90;4,47;59,62;12,90033333
000044737;90;4,43;28305,01;643,1981111
000044741;90;4,53;8306,2;197,2138889
000044744;90;4,53;76,71;11,703
000044749;95;4,44;91,1;15,63031579
000044752;101;5,29;29219,78;593,359703
000044754;99;5,24;81,42;17,85090909
000044758;99;5,23;9178,71;197,499798
000044762;100;5,22;9175,65;195,7371
000044772;100;5,1;69,84;11,5687
000044775;101;4,4;191,82;14,1970297
000044787;100;4,5;45,07;8,4698
000044789;104;4,91;83,74;12,15192308
000044794;94;5,07;8314,87;102,0957447
000044796;92;4,93;29395,24;657,348913
000044800;90;4,44;48,65;8,92266667
000044803;90;4,49;8307,21;197,8363333
000044815;100;5,17;81,72;12,1966
000044848;81;4,26;78,04;10,9954321
000044851;80;4,49;78,48;12,44475
000044855;102;4,89;8307,3;173,5548039
000044859;100;4,36;84,84;11,6099
000044871;102;4,5;61,96;12,87529412
000044872;101;4,51;62,05;13,07475248
000044876;101;4,88;58,51;12,83990099
000044879;101;7,13;82,51;13,08693069
000044882;101;7,12;90,69;15,11950495
000044883;104;7,11;53,1;15,04173077
000044890;90;5,18;77,6;12,33188889
000044894;91;5,09;83,61;13,0743956
000044897;90;5,02;48,22;13,69777778
000044903;96;7,1;86,76;15,395625
000044905;100;7,11;86,73;15,2463
000044910;89;4,49;8264,99;197,4422472
000044918;90;4,45;83,1;12,08211111
000044923;90;4,43;74,89;9,85377778
000044925;90;4,45;51,56;10,82744444
000044929;90;4,43;76,06;10,83422222
000044932;100;5,06;75,8;12,138
000044935;101;5,06;96,98;13,02237624
000044938;101;5,11;8312,04;178,6187129
000044963;102;4,54;64,9;13,71617647
000044967;100;4,89;66,78;10,8836
000044971;100;4,49;52,86;9,4911
000044975;90;4,44;49,73;13,894
000044979;90;4,48;46,96;9,75177778
000044984;90;4,44;74,02;12,22088889
000044986;91;4,47;728413,61;16020,19176
000044991;99;5,26;9079,9;199,5982828
000044998;102;5,4;202,12;17,52333333
000045002;101;5,25;148,5;13,52
000045020;100;4,81;64,25;11,4051
000045026;100;4,93;73,11;11,7818
000045058;81;7,51;101,68;16,32308642
000045060;80;4,5;45,59;9,27325
000045078;102;4,9;82,03;14,96117647
000045081;101;4,52;59,03;12,16188119
000045087;102;4,78;8343,27;254,1361765
000045146;98;7,13;196,04;21,62510204
000045147;107;7,13;59,98;14,84794393
000045151;99;7,13;53,17;15,14848485
000045152;100;7,11;68,8;14,567
000045154;100;7,13;91,06;16,9034
000045156;100;7,21;56,81;14,2068
000045160;91;5,2;64,98;11,79274725
000045163;91;4,97;102,93;17,81197802
000045165;92;5,08;8216,93;189,9595652
000045168;88;5,12;87,98;14,81863636
000045179;90;5,1;87,22;11,621
000045191;105;7,12;164,51;18,07866667
000045194;103;7,21;198,88;22,61165049
000045198;99;7,1;73,78;14,72737374
000045202;99;7,06;58,93;15,13888889
000045204;100;7,13;54,94;15,5625
000045212;90;4,46;75,66;10,72933333
000045214;91;4,45;78,01;10,63120879
000045219;90;4,52;75,04;11,04988889
000045229;90;4,45;75,91;12,92066667
000045231;92;4,42;101,63;12,55141304
000045237;100;5,42;63,92;16,9953
000045238;101;5,22;83,95;17,51940594
000045244;100;5,22;9138,58;197,3094
000045249;100;5,43;728418;14585,5429
000045255;102;5,13;728413,76;14305,48961
000045256;100;5,11;63,72;11,4169
000045259;100;5,03;83,68;13,5627
000045260;102;5,01;192,55;14,86803922
000045264;101;4,31;8306,81;181,9950495
000045266;100;5,1;66,11;11,0511
000045267;100;5,02;193,27;13,3475
000045312;80;7,47;58,95;18,244375
000045314;80;7,35;89,74;16,238625
000045318;84;7,36;8316,27;217,1044048
000045321;79;4,49;8311,15;227,1343038
000045327;80;7,52;74,99;17,3225
000045331;80;4,48;51,71;12,635375
000045335;103;4,46;184,33;21,48650485
000045338;102;4,47;728473,17;14295,78314
000045339;101;4,86;80,6;12,58346535
000045354;101;4,52;67,07;11,0390099
000045356;102;4,91;106,23;14,51362745
000045362;94;5,1;167,9;20,34968085
000045366;90;5,13;749,8;30,43733333
000045372;90;4,46;70,81;9,89766667
000045374;90;4,48;63,76;13,53133333
000045407;90;4,48;57,13;11,34788889
000045437;100;5,19;99,02;12,4566
000045439;100;5,05;48,26;9,9334
000045445;99;5,05;86,8;13,15181818
000045447;99;5,25;8303,65;186,2493939
000045469;82;7,21;54,33;18,71134146
000045471;84;4,56;47,74;9,2052381
000045474;38;4,56;120,84;22,00684211
000045482;102;4,87;47,89;11,03372549
000045490;100;4,89;8410,19;180,4051
000045495;100;4,5;55,45;11,0374
000045501;102;4,48;171,91;14,03147059
000045504;101;4,93;92,32;11,82673267
000045506;100;4,47;8315,45;191,3501
000045511;100;4,52;8233,15;173,474
000045515;101;4,9;8295,82;175,4555446
000045519;100;4,89;60,68;10,3118
000045521;99;4,9;8310,99;178,200404
000045523;102;4,89;80,84;13,22656863
000045527;58;7,24;58,82;14,39775862
000045529;102;7,15;48,88;12,7495098
000045531;101;7,18;99,93;19,60554455
000045533;101;7,25;8323,27;179,5620792
000045537;91;5,2;81,95;14,58241758
000045540;35;5,11;112,01;13,94171429
000045544;87;5,22;51,97;12,78747126
000045546;91;5,11;8310,26;196,0993407
000045551;99;7,24;81,56;15,46393939
000045552;100;7,22;92,9;16,4184
000045554;97;7,13;8316,97;188,4581443
000045559;90;4,46;8304,26;195,7106667
000045561;88;4,46;83,07;13,71534091
000045564;90;4,48;76,07;10,34822222
000045567;91;4,5;8308,94;378,0569231
000045576;90;4,51;82,07;9,95022222
000045584;101;5,45;9173,04;200,3939604
000045588;100;5,41;55,69;11,7843
000045596;100;5,2;9138,96;198,7389
000045692;99;5,25;47,62;10,34434343
000045696;211;5,05;28304,97;361,9270616
000045732;80;4,51;198,64;17,176
000045733;80;6,07;76,99;17,934875
000045737;79;8,03;68,54;16,40025316
000045741;77;7,89;8379,63;236,3754546
000045742;80;7,89;86,71;17,255875
000045746;78;4,9;97,1;13,28346154
000045750;79;4,08;113,71;12,69037975
000045753;99;4,92;84,81;12,07434343
000045757;96;4,91;102,97;13,0221875
000045764;101;4,49;58,51;11,55851485
000045765;101;4,48;8217,86;177,459901
000045769;99;4,52;189,54;15,85131313
000045774;98;5,01;46,88;9,49591837
000045775;99;4,51;80,42;11,63121212
000045778;95;5,35;28670,07;619,7567368
000045780;101;4,95;171,85;17,38019802
000045782;103;5,65;151,79;19,06873786
000045784;99;7,23;95,99;17,48
000045794;91;5;158,79;15,20076923
000045796;90;5,12;8692,71;209,2138889
000045798;94;5,1;163,97;16,09585106
000045801;115;5;8366,92;267,2704348
000045807;100;7,18;96,64;14,6002
000045811;97;7,33;67,75;17,88505155
000045812;100;5,26;8320,54;180,962
000045815;100;7,29;55,02;17,1019
000045820;90;4,52;58,95;11,24666667
000045821;87;4,46;72,11;11,08057471
000045824;89;4,49;59,12;11,41876404
000045828;88;4,49;84,89;12,30238636
000045831;87;4,5;87,1;11,27114943
000045836;91;4,45;74,71;13,21846154
000045838;88;4,42;96,73;10,76159091
000045841;90;4,48;60,71;9,63033333
000045845;90;4,54;176,85;16,16722222
000045850;101;5,29;9206;194,9762376
000045857;100;5,43;81,55;13,3681
000045862;100;5,29;87,94;15,1337
000045870;98;5,18;169,66;12,58306122
000045871;100;4,96;69,26;12,9714
000045878;98;5,05;76,06;12,1494898
000045879;99;5,06;8529,82;185,4847475
000045915;86;4,5;8389,75;206,1453488
000045916;72;7,91;88,01;17,89
000045920;81;8,05;149,85;27,94938272
000045923;81;7,94;105,76;22,13530864
000045928;76;7,93;53,92;13,63144737
000045951;100;4,87;8343,73;177,88
000045955;105;4,5;8389,99;92,38790476
000045958;100;4,51;28673,46;589,6429
000045960;99;4,9;83,05;12,46909091
000045968;107;4,9;8262,27;172,6104673
000045972;102;5;77,28;11,8745098
000045975;106;4,44;212,93;21,29632075
000045981;101;4,95;92,21;14,38336634
000046017;101;7,31;96,68;16,18019802
000046021;102;7,31;9183,39;196,0989216
000046025;98;7,3;9191,01;202,5189796
000046026;84;7,29;55,77;13,39392857
000046034;92;5,12;8403,03;104,3440217
000046041;91;5,06;8318,79;195,9795604
000046046;94;5,06;143,09;20,5137234
000046048;91;5,03;101,42;15,37912088
000046051;97;5,88;49,84;16,11690722
000046059;98;7,33;8373,29;189,9618367
000046062;100;7,43;82,66;17,9424
000046068;98;7,47;92,8;18,43602041
000046070;100;7,45;8408,51;184,14
000046076;89;4,5;75,4;13,09134831
000046077;89;4,46;61,48;10,34674157
000046079;90;4,41;8310,52;197,6575556
000046081;90;4,5;48,56;11,869
000046084;89;4,49;51,17;10,63876404
000046087;88;4,49;28310,09;656,7551136
000046090;90;4,47;8371,69;196,2782222
000046092;88;4,47;61,35;10,85113636
000046095;87;4,45;72,79;13,32517241
000046099;94;5,21;58,78;11,54148936
000046105;103;5,21;70,92;14,09417476
000046112;100;5,44;114,94;16,0596
000046115;100;5,44;29623,47;604,012
000046120;100;5,17;8308,99;184,7412
000046124;99;5,05;47,84;11,2940404
000046153;81;4,51;176,75;13,95592593
000046157;79;4,53;74,23;13,96620253
000046161;80;4,98;83,11;14,204625
000046171;100;4,72;84,72;12,7327
000046176;100;4,57;59,68;10,414
000046181;101;4,73;282,35;12,74891089
000046186;103;4,93;123,11;19,31970874
000046188;102;4,87;8322,75;255,4089216
000046194;103;4,92;183,15;18,44417476
000046196;99;7,36;115,81;19,53535354
000046201;103;7,34;72,73;15,41592233
000046209;88;5,13;76,13;17,80545455
000046212;90;5,14;235,98;20,77188889
000046215;91;5,03;188,91;20,99076923
000046224;98;7,48;56,13;13,48846939
000046231;90;4,84;88,78;14,01377778
000046237;89;4,5;74,56;11,82033708
000046239;89;4,42;74,07;10,27719101
000046246;90;4,43;90,74;12,22044444
000046250;90;4,43;82,04;13,17288889
000046254;90;4,42;88,87;13,95411111
000046273;102;5,27;19921,11;415,4680392
000046277;89;4,44;84,2;9,91775281
000046280;99;5,22;68,81;13,11020202
000046286;96;5,24;8583,01;100,9953125
000046318;100;5,18;79,57;11,3246
000046323;99;5,1;76,98;12,12777778
000046325;102;5,08;8308,58;175,8412745
000046353;80;4,49;79,59;13,05775
000046356;80;8,02;51,44;20,075125
000046363;80;8,02;8319,66;227,0835
000046367;80;4,48;73,08;11,216
000046371;78;4,72;62,24;10,85512821
000046375;100;4,51;8333,88;176,3792
000046381;101;4,9;81,61;11,47059406
000046382;100;4,47;49,46;10,9368
000046387;104;4,94;91,32;13,36423077
000046388;100;4,5;45,59;10,814
000046390;102;5,39;83,21;15,69803922
000046392;97;4,48;49,13;8,67381443
000046394;101;4,87;48,7;10,11990099
000046401;97;7,38;55,67;17,90896907
000046403;104;7,4;52,65;14,30961538
000046410;103;7,39;83,7;13,9915534
000046411;99;7,5;198,35;18,03090909
000046415;100;7,47;97,55;15,9042
000046421;90;5,18;70,18;14,73566667
000046425;88;5,07;284,88;17,22022727
000046426;90;5,07;28607,15;655,946
000046431;95;5,06;108,7;13,99473684
000046435;92;5,13;277,37;30,88478261
000046439;98;7,44;53,34;15,38877551
000046440;102;7,31;28333,99;845,6831373
000046446;90;4,49;69,9;10,761
000046448;90;4,46;74,73;11,83822222
000046451;90;4,49;8313,4;195,7825556
000046453;90;4,46;89,85;13,67355556
000046458;90;4,5;98,48;14,13255556
000046464;90;4,47;8309,86;196,9234444
000046465;89;4,45;89,82;11,61898876
000046468;94;4,45;75,72;15,79446809
000046471;90;4,45;52,8;9,39922222
000046474;90;4,44;70,87;14,47811111
000046477;91;4,42;8307,75;193,9081319
000046480;102;5,23;8703,98;268,8359804
000046485;101;5,1;28916,57;585,5919802
000046489;99;5,23;74,12;12,27323232
000046527;80;8,2;49,72;14,89825
000046530;81;5,04;61,93;13,73283951
000046532;80;8,17;48,62;15,96425
000046534;81;4,51;8311,02;217,5732099
000046536;80;4,5;86,75;11,410375
000046633;100;5,16;63,73;12,377
000046635;100;5,09;81,21;13,54
000046638;100;5,21;8335,13;179,3245
000046640;99;5,09;28596,22;597,1607071
000046643;100;5,2;82,21;11,2141
000046681;79;8,18;76,61;19,32746835
000046682;80;7,38;66,71;20,657
000046691;104;4,45;91,36;15,17298077
000046693;105;4,84;28208,87;556,2278095
000046696;101;4,51;144,04;15,1870297
000046700;103;4,91;257,06;18,7068932
000046708;100;4,54;108,87;17,1773
000046714;100;4,94;60,68;10,3698
000046717;100;4,93;89,55;12,5778
000046734;102;7,45;89;14,905
000046740;100;7,45;92,86;17,1372
000046746;100;7,36;54,34;17,2056
000046747;99;4,78;71,69;12,29767677
000046751;90;5,16;85,74;11,93733333
000046759;91;5,16;8305,57;200,0835165
000046761;100;5,15;8405,65;351,6695
000046772;85;5,16;83,88;14,30447059
000046774;88;5,07;67,93;12,22340909
000046781;90;5,07;54,71;12,54844444
000046783;101;7,44;241,34;18,65485149
000046787;101;7,5;8336,67;184,1282178
000046789;100;7,45;51,92;16,5272
000046796;90;4,42;75,35;11,30922222
000046798;90;4,51;82,8;10,95411111
000046801;90;4,49;29005,01;655,5667778
000046803;90;4,48;44,92;9,86511111
000046805;90;4,49;97,16;12,81977778
000046809;90;4,49;84,18;12,88233333
000046815;90;4,48;48,92;11,446
000046821;100;5,23;9270,39;202,156
000046827;102;5,24;210,82;20,01490196
000046832;100;5,22;83,97;14,6541
000046835;101;5,24;9177,59;199,2492079
000046839;93;5,2;89,6;16,21043011
000046844;103;5,2;9200,11;197,9536893
000046848;106;5,26;8832,06;268,2261321
000046852;104;5,38;30074,39;879,4478846
000046856;104;5,07;225,31;20,10336538
000046858;100;4,93;8312,64;178,625
000046861;100;5,04;86,6;12,1027
000046863;100;4,96;51,13;12,3795
000046866;100;5,07;87,81;14,1349
000046947;104;4,46;111,81;16,64038462
000046951;103;4,87;8324,44;174,0048544
000046954;103;3,29;59,83;11,65407767
000046957;101;4,55;244,4;13,44178218
000046963;100;4,44;79,78;11,3937
000046968;100;4,48;69,8;11,0428
000046970;100;4,57;8325,75;180,066
000046976;80;8,08;82,96;19,471125
000046980;80;8,08;81,88;20,05225
000046990;84;8,03;88,29;19,94166667
000046993;84;7,42;8297,7;223,2076191
000046997;80;7,8;79,88;16,761875
000047001;81;8,02;8302,92;219,2888889
000047004;100;7,37;78,18;14,9683
000047006;100;7,43;77,09;13,2826
000047010;100;7,46;8324,96;179,8451
000047011;101;7,47;53,19;14,59613861
000047016;99;7,53;94,87;16,13424242
000047026;90;4,41;85,2;11,34666667
000047028;91;4,43;73;10,22967033
000047031;91;4,44;62,29;10,45516484
000047034;102;7,35;107,25;19,31803922
000047036;100;7,55;87,46;14,9951
000047038;102;7,41;28325,7;568,5995098
000047041;99;7,41;59,98;15,80919192
000047043;90;4,47;189,67;16,06788889
000047045;90;4,47;44,94;9,974
000047047;91;4,48;28315,3;635,1136264
000047052;90;4,46;8313,23;199,9351111
000047053;90;4,47;94,93;12,65577778
000047061;87;5,16;75,68;12,49218391
000047064;90;5,14;51,11;9,91477778
000047069;92;5,18;84,75;12,3301087
000047073;91;5,07;88,76;15,85208791
000047078;92;5,15;66,57;11,81065217
000047079;90;4,58;107,92;13,699
000047116;100;4,92;85,71;11,0286
000047123;105;4,85;8787,94;498,6502857
000047124;100;5;728385;14580,1722
000047134;102;3,83;93,19;14,06862745
000047135;101;4,89;90,13;14,27970297
000047147;100;4,9;8365,52;183,0711
000047155;100;4,59;28370,3;579,1127
000047157;100;4,88;84,88;11,8925
000047161;100;4,95;87,05;14,1288
000047164;103;4,9;53,11;8,61281553
000047250;101;7,42;94,08;14,68306931
000047252;97;7,45;102,34;16,80773196
000047254;102;7,48;8304,73;96,26264706
000047256;95;6,49;85,57;13,69694737
000047264;91;4,44;74,3;12,22032967
000047268;90;4,5;91,04;13,83722222
000047271;103;7,48;199,72;19,58815534
000047277;98;4,35;81,17;16,28714286
000047279;100;6,44;66,7;13,4046
000047282;102;6,49;10301,73;116,8038235
000047284;100;6,37;52,21;16,8979
000047287;90;4,44;80,49;11,256
000047289;90;4,45;100,2;10,69711111
000047292;90;4,45;76,49;13,13077778
000047296;90;4,41;8373,07;196,918
000047297;90;4,4;8312,12;196,9446667
000047307;79;4,43;74,63;14,38379747
000047313;82;4,95;113,78;18,41207317
000047318;81;4,45;76,85;14,1591358
000047322;83;4,46;184,71;18,23385542
000047326;81;4,44;83,93;14,59962963
000047331;100;4,96;8311,97;181,0941
000047333;100;5,18;69,13;13,2077
000047337;102;5,07;199,44;14,99421569
000047339;100;5,16;77,93;11,8226
000047342;101;5,19;86,56;12,20158416
000047344;100;5,08;238,7;17,099
000047406;104;4,95;8400,68;266,3088462
000047407;101;4,93;88;12,36534653
000047413;101;4,96;88,12;13,31
000047415;101;5,01;18395,96;380,4054455
000047443;92;4,42;88,15;13,96597826
000047446;90;4,43;99,72;11,56755556
000047452;90;4,47;8311,93;195,5058889
000047456;90;4,42;84,98;11,98488889
000047459;90;4,45;67,24;15,01877778
000047462;103;7,54;8302,11;99,85621359
000047467;101;6,49;18336,26;381,2841584
000047471;105;6,31;83,01;14,33542857
000047474;100;6,43;50,6;10,7335
000047476;90;4,49;76,86;11,45122222
000047485;91;4,58;74,97;13,31824176
000047489;90;4,47;45,79;11,09266667
000047496;90;4,49;8311,68;197,6276667
000047502;99;6,44;64,29;9,81434343
000047506;99;6,44;54,61;14,32757576
000047508;100;6,55;8297,97;176,6494
000047513;100;6,51;8335,89;184,4241
000047522;100;5,41;115,81;16,8818
000047533;97;5,35;9101,3;202,5309278
000047547;100;5,25;2839244,38;28590,5837
000047557;103;5,42;73,59;14,39126214
000047560;100;5,42;45,89;12,4883
000047564;101;5,24;9099,93;191,6392079
000047570;101;5,46;81,84;13,16069307
000047579;88;5,08;65,69;11,63681818
000047589;90;5,14;65,91;11,15922222
000047595;88;5,25;82,9;14,6625
000047597;92;5,1;728311,07;15844,12674
000047601;90;5,23;9068,67;212,798
000047606;90;4,47;164,06;15,74022222
000047613;90;4,92;94,91;12,32566667
000047619;90;4,41;45,87;9,48466667
000047627;90;4,43;84,14;12,12955556
000047632;90;4,49;18303,84;418,8671111
000047637;90;4,43;46,8;9,73788889
000047639;92;4,5;102,98;16,53445652
000047651;98;5,18;19140,47;403,3847959
000047655;100;5,09;75,66;12,0637
000047660;102;5,09;8338,26;260,0847059
000047666;100;5,09;117,44;14,7497
000047728;100;4,97;82,86;10,433
000047735;101;4,96;8400,61;184,1082178
000047745;99;4,47;115,36;13,71646465
000047753;100;4,93;86,23;11,9178
000047754;100;4,98;106,87;13,1652
000047762;80;7,04;101,2;22,727625
000047765;84;6,52;74,69;14,94619048
000047770;76;4,44;46,72;12,18855263
000047771;80;4,48;8310,28;218,72075
000047775;99;5,21;728515,04;14729,41364
000047779;102;5,2;93,83;18,98264706
000047781;101;5,26;54,64;15,42237624
000047828;100;4,56;71,46;13,6646
000047830;101;5,04;168,1;15,2629703
000047834;101;5,03;58,53;12,57306931
000047836;103;5,04;164,31;18,11504854
000047839;97;6,51;78,16;14,03103093
000047843;100;6,89;88,18;15,4282
000047847;100;6,51;94,94;14,1268
000047849;103;6,44;87,12;16,31009709
000047851;99;6,9;82,91;16,56909091
000047854;100;6,97;8310,47;181,6107
000047857;90;4,44;74,94;11,232
000047860;90;4,5;88,8;12,03988889
000047864;90;4,49;88,21;13,86933333
000047865;91;4,95;135,55;17,17417582
000047868;92;4,42;130,53;16,21869565
000047872;89;4,44;47,22;12,23292135
000047878;90;4,44;71,72;11,61244444
000047887;90;4,45;728306,07;16192,70756
000047899;103;6,91;86,24;13,39135922
000047900;101;6,54;728319,82;14442,24653
000047910;99;6,94;105,23;14,49
000047912;101;6,92;155,92;17,12009901
000047915;100;6,53;51,52;12,3178
000047918;100;6,93;28332,99;298,2846
000047924;87;5,22;989,98;23,32517241
000047929;90;5,15;82,14;12,99088889
000047932;90;5,13;83,13;15,98944444
000047935;94;5,14;292,12;14,93851064
000047939;92;5,13;8308,25;191,8093478
000047944;92;4,42;87,97;12,75608696
000047946;92;4,39;117,18;9,79054348
000047953;90;4,49;84,92;11,92244444
000047958;90;4,48;111,17;13,802
000047960;92;4,47;79,19;12,455
000047973;100;4,97;113,91;13,3437
000047976;101;4,99;203,77;17,51782178
000047982;80;7,28;84,01;17,46025
000047984;80;6,81;8378,6;227,57
000047992;101;5,22;9413,8;208,8980198
000047995;99;5,2;18604,02;390,3379798
000047999;99;5,27;69,21;15,43080808
000048012;101;5,28;79,51;14,03881188
000048016;102;5,28;9194,03;192,9930392
000048020;100;5,36;85,55;13,8808
000048063;100;5,19;8308,04;177,1054
000048066;102;5,17;68,6;13,08843137
000048068;102;5,2;126,11;14,54980392
000048078;101;5,05;82,62;13,6719802
000048080;99;5,05;8395,24;100,98
000048084;102;4,56;88,81;12,87666667
000048087;100;4,58;97,7;10,6243
000048091;80;7,24;8304,78;220,820625
000048098;88;4,45;184,94;26,66113636
000048100;80;4,36;82,35;11,21875
000048103;84;4,52;8417,09;413,3264286
000048104;85;4,48;94,56;17,00058824
000048115;100;4,54;28313,12;578,1525
000048116;99;4,46;8317,23;96,68242424
000048124;100;4,54;227,94;17,0724
000048125;99;4,43;235,18;16,8610101
000048128;100;4,87;8313,91;94,8683
000048136;90;4,49;8322,09;196,1558889
000048142;91;4,42;75,29;13,2878022
000048148;90;4,48;85,31;12,77633333
000048151;90;4,5;50,14;9,99077778
000048156;102;6,9;80,79;14,39882353
000048157;100;6,98;84,81;11,5646
000048158;101;6,58;81,6;16,31643564
000048163;102;7;109,97;17,095
000048167;89;5,23;58,8;12,80865169
000048170;90;5,22;48,93;14,00644444
000048176;97;5,17;29141,86;615,7456701
000048180;90;5,07;68,84;14,476
000048184;99;6,98;28329,17;300,6121212
000048193;99;4,32;77,16;12,7369697
000048197;100;7;58,09;16,3855
000048203;99;6,58;68,4;12,44050505
000048209;101;6,91;83,85;16,58782178
000048216;102;6,97;78,83;14,2077451
000048219;90;4,5;57,52;10,67577778
000048223;90;4,45;56,91;10,55955556
000048233;91;4,46;54,57;10,98868132
000048235;90;4,46;28313,29;640,1828889
000048240;90;4,46;79,41;14,54766667
000048242;90;4,45;73,85;11,954
000048276;101;5,25;8312,44;179,3909901
000048279;100;5;47,87;12,9721
000048284;101;5,1;85,89;13,26752475
000048285;100;5,17;84,97;11,6054
000048291;98;5,2;8308,84;97,80387755
000048292;100;5,12;68,8;11,9788
000048302;100;4,85;223,3;16,7395
000048303;100;4,88;8306,38;177,5758
000048305;100;4,9;87,99;9,7569
000048310;100;4,87;83,71;11,3053
000048312;102;4,91;85,96;13,36078431
000048316;101;4,48;82,15;13,18316832
000048324;81;4,48;8317,87;216,4079012
000048327;81;4,46;72,36;13,14259259
000048337;80;7,2;73,66;16,388875
000048338;82;4,36;92,13;11,00536585
000048341;100;4,87;87,9;11,305
000048345;100;4,88;8306,22;178,1243
000048352;85;5,23;83,11;12,79952941
000048358;90;5,1;46,72;10,35944444
000048363;88;5,1;75,85;14,43431818
000048366;93;5,08;50,89;15,83086022
000048369;90;5,18;67,07;12,56511111
000048371;100;5,23;83,77;15,3035
000048378;100;5,21;29178,82;595,5864
000048379;101;5,28;8677,97;183,7060396
000048383;100;5,2;71,62;12,4147
000048453;101;5,14;190,98;16,18514851
000048454;100;5,15;84,28;11,5378
000048490;101;4,5;87,78;12,84019802
000048491;100;4,5;8325,63;434,4673
000048493;100;4,9;84,7;10,2992
000048497;100;4,91;51,86;12,9342
000048499;100;4,39;82,82;12,4634
000048501;103;5;28362,71;564,7716505
000048502;100;4,53;115,13;15,4239
000048505;83;7,22;123,07;22,29927711
000048508;79;4,97;102,45;15,41835443
000048511;80;6,88;82,19;16,907875
000048515;80;4,44;73,7;12,9875
000048516;80;4,43;85,66;13,21875
000048522;82;4,48;61,94;10,68987805
000048525;80;7,17;60,78;16,74425
000048527;84;4,55;57,11;14,51833333
000048533;100;7,01;94,43;13,9386
000048537;100;7;89,77;15,4009
000048541;100;4,11;62,36;12,7654
000048543;104;6,86;8303,81;175,1734615
000048546;91;4,49;85,94;13,19604396
000048548;90;4,42;74,21;10,945
000048553;90;4,53;72,06;12,86377778
000048557;102;6,97;8303,65;175,4640196
000048560;103;6,94;150,3;16,54854369
000048565;90;4,49;51,73;10,88944444
000048570;90;4,47;95,05;14,98611111
000048576;83;5,11;8316,22;209,976506
000048583;90;5,17;62,36;14,25533333
000048584;88;5,12;45,68;10,61909091
000048596;100;5,23;72,25;15,9766
000048598;100;5,22;99,77;14,2041
000048600;102;5,21;18619,19;378,8345098
000048602;99;5,35;83,03;13,23767677
000048605;102;5,45;9513,5;110,3105882
000048621;103;4,55;84,71;14,17116505
000048623;101;5,01;81,73;12,79821782
000048626;101;5,02;57,95;10,54188119
000048628;99;5,1;28313,8;582,8047475
000048630;104;5,24;83,2;12,38240385
000048634;97;5,24;366,66;16,36391753
000048675;91;4,46;28308,61;631,7908791
000048681;91;4,47;131,54;15,24868132
000048689;29;4,51;8303,18;585,4451724
000048695;90;5,08;54,67;11,34922222
000048697;90;5,17;51,8;9,25633333
000048701;92;5,08;81,64;12,29782609
000048706;90;4,49;84,16;11,07255556
000048712;90;4,45;53,94;13,51577778
000048715;91;4,5;8311,18;195,8920879
000048717;90;4,52;93,13;13,54
000048726;80;6,97;77,54;14,402125
000048729;80;4,54;77,58;13,619375
000048735;80;4,53;8308,98;219,943375
000048736;80;7,27;82,99;18,426375
000048743;100;5;8316,28;178,9754
000048748;100;5;83,65;13,3206
000048759;100;4,47;88,1;15,4641
000048763;102;4,9;82,85;11,93401961
000048828;100;5,01;85,64;12,4645
000048834;100;4,49;91,03;12,2455
000048842;101;7,1;94,95;18,14168317
000048845;100;7,14;91,47;16,8776
000048848;101;7,12;8310,53;176,4281188
000048852;90;4,48;72,71;13,33177778
000048857;94;4,48;8308,99;188,9352128
000048862;100;4,08;82,8;14,6609
000048864;100;7,02;66,27;17,1263
000048867;100;7,03;82,09;14,8746
000048874;90;4,5;8311,08;201,3388889
000048876;91;4,47;76,99;10,98384615
000048879;92;4,53;82,96;13,15380435
000048883;90;5;85,97;10,899
000048886;90;4,99;68,5;13,387
000048890;89;5,08;8305,93;198,4817978
000048891;87;5,13;111,09;14,90471264
000048896;101;5,21;9186,83;201,3030693
000048900;102;5,26;29196,48;1162,859412
000048907;100;5,21;153,02;15,1977
000048908;100;5,21;219,01;18,9402
000048925;100;5,02;95,06;15,2268
000048930;100;5,09;85,15;11,2934
000048936;98;5,12;51,32;12,46765306
000048940;101;4,34;93,7;12,8680198
000048943;101;4,48;92,08;14,85287129
000049004;100;7,09;80,93;14,0332
